Text,Target
"आसा हामि चिन बारम्बार सहयोग , दरिलो बनाउन सकिन्छ हेरम , कम्युनिस्ट पावर राजनीतिक दल आम नेपाली जनता देखिहालेम , बाकि बिकास गरे हेर्न आतुर छम , ऊखान टुक् वास्तब गरे हाम्रो बाजे ।",0
भय आहा देश ।,0
बिचरा चीन राश्ट्रपती नेपाल यतिकओ रहेछ भनेर भ्रम पर्यो होला ।,1
वेलायत महेन्द्र राजा जादा स्वागत देखीयो स्वागत रामो छ् ।,0
नेपाल बिदेश देश चिन्न गारो पर्यो आझ देश यस्तै सफा हरियाली देख्न पाईवस् heartily wellcome sir ।,0
正在中國訪問中國的習近平歡迎尼泊爾和尼泊爾 चिन बाट नेपाल भ्रमण आउनु सि जिङ्पिङ् लाइ नेपाल नेपालि हार्दिक स्वागत ।,0
देश बिकाश थाहा यिनि हरु नखरा ।,1
चिनी आँउदा खुसी भर्ती आउँदा रिस उठ्ने यता हाजिर गरम्त ।,0
"सफाई निरनतरता दिन हामी भेडो , फोरि नेपाली १ परछ ।",1
देस बिकास हेर्न चाहाना ।,0
पाहुना आउदा मात्रै होइन अगि यहि गति लियर बिकास येक बर्स नेपाल मुहारै चेन्ज झुत् खेती बन्द सच्चाइ खेती गरिन्छ सर्कार ।,0
